phase_name,initial_true_anomaly_deg,replicate_index,scenario_seed,altitude_km,inclination_deg,dual_outage_start_min,dual_outage_end_min,dual_outage_duration_min,time_sync_error_s,natural_visible_satellites_min,natural_visible_satellites_mean,pre_outage_satellites,pre_outage_pdop,pre_outage_update_age_s,healthy_false_alarm_rate,pre_outage_rmse_m,mission_rmse_m,outage_rmse_m,outage_start_error_m,outage_end_error_m,outage_start_sigma_m,outage_end_sigma_m,post_recovery_rmse_m,final_error_m,navigation_nis_mean,navigation_nis_coverage_percent,attitude_outage_rmse_deg,attitude_end_outage_deg,experiment_outage_start_min,experiment_outage_end_min,experiment_outage_duration_min,fixed_initial_true_anomaly_deg
PHASE_000,0.0,6,170406,550.0,97.6,15.0,30.0,15.0,0.0,12,14.011111111111113,13,1.0448021954054414,10.0,1.851851851851852,,0.7275445669063457,1.9038737597712028,0.4277605301276166,3.2896636416564577,0.8300642894833741,6.244932741184032,0.4619246161034035,0.0706323147330288,3.1938922657893003,93.45679012345678,0.07281400018695,0.1005934336469086,15.0,30.0,15.0,0.0
PHASE_000,0.0,6,170406,550.0,97.6,30.0,45.0,15.0,0.0,12,14.090123456790124,14,0.8983764618780978,10.0,1.851851851851852,,0.6796697769417112,1.7215912171424446,0.7053526985450247,2.8913305204778705,0.5942813257924462,2.873737547278923,0.4427038090048459,0.1943045768808503,3.126622662931234,95.05562422744129,0.1121927215929198,0.129252536015426,30.0,45.0,15.0,0.0
PHASE_000,0.0,6,170406,550.0,97.6,45.0,60.0,15.0,0.0,12,13.892592592592592,14,0.8788546645732751,10.0,1.2345679012345678,,0.461761285434539,0.752051011691183,0.3285399920591711,1.28354064389694,0.530757977185129,1.7694253316478212,0.4460939280480571,0.2333894704022172,3.118904997336186,94.320987654321,0.0820346623451872,0.0953672477013427,45.0,60.0,15.0,0.0
PHASE_000,0.0,6,170406,550.0,97.6,60.0,75.0,15.0,0.0,12,14.028395061728396,16,0.8251189313992179,10.0,2.2222222222222223,0.3465007439690001,0.4257838439518341,0.6461138651183933,0.3662148440138072,0.8740345808719332,0.38968835692865,1.1326892165014508,0.425057719060362,0.1510637823564928,3.066187631495416,94.80840543881337,0.074860985273448,0.0681242755993318,60.0,75.0,15.0,0.0
PHASE_000,0.0,6,170406,550.0,97.6,75.0,90.0,15.0,0.0,12,13.946913580246914,14,0.8984254558309502,10.0,1.6049382716049383,0.3960163185436181,0.4135247302594924,0.4614492107745268,0.3624294887240508,0.6003023448619836,0.3764010493991435,0.9675529606825232,,0.2299162545610079,3.141735655142014,94.44444444444444,0.0769413864303333,0.0843288290403843,75.0,90.0,15.0,0.0
PHASE_000,0.0,6,170406,550.0,97.6,90.0,105.0,15.0,0.0,12,13.98148148148148,15,0.8306697140811835,10.0,1.851851851851852,0.4025516853276809,0.4268577864602654,0.5522952280509943,0.3401431852651479,0.8425848533634579,0.3018034469619046,0.7040758654503463,,0.3070267291310952,3.1375869373411334,93.7037037037037,0.0766037253247907,0.1286825144570152,90.0,105.0,15.0,0.0
PHASE_000,0.0,6,170406,550.0,97.6,105.0,120.0,15.0,0.0,12,14.185185185185183,12,1.1782193628648756,10.0,1.9753086419753083,0.3758050420580223,0.3976127419444072,0.1907890270863682,0.182231331719208,0.2282821069814721,0.2806026249423788,0.6208086955606166,,0.1732215682841743,3.1622173687098205,92.95426452410383,0.0394287479710472,0.0250733463348816,105.0,120.0,15.0,0.0
PHASE_000,0.0,6,170406,550.0,97.6,120.0,135.0,15.0,0.0,12,14.023456790123456,12,1.1881687610059763,10.0,1.9753086419753083,0.3489937217944298,0.4166008547780277,0.2894724229905027,0.1511504561441927,0.4398737906295318,0.3027217481142471,0.6482966901847959,,0.3068847000331401,3.182302627135784,94.320987654321,0.0449441625747135,0.0526335571433281,120.0,135.0,15.0,0.0
PHASE_000,0.0,7,170407,550.0,97.6,15.0,30.0,15.0,0.0,12,14.011111111111113,13,1.0448021365631743,10.0,1.2345679012345678,,1.1923813537924803,3.3076273520187547,0.8739644277685272,5.722516898821464,0.8296673088480664,6.242943944669528,0.5045382590725074,0.5221228379914521,2.9566925248220937,95.1851851851852,0.0602526367968101,0.1020568265566849,15.0,30.0,15.0,0.0
PHASE_000,0.0,7,170407,550.0,97.6,30.0,45.0,15.0,0.0,12,14.090123456790124,14,0.8983764809476344,10.0,1.4814814814814816,,0.4879751603985711,0.6891858990380939,0.3822234966819702,1.0373492733288232,0.5940405594030937,2.871617440634181,0.4328046034091317,0.4678881227239924,2.8960166678433588,95.679012345679,0.0777976475148071,0.1265974943701486,30.0,45.0,15.0,0.0
