output_metric,parameter,spearman_rho,absolute_rho,p_value,samples,q_value,fdr_significant_0p10,rank_abs_rho,subsystem
fdir_pd,initial_velocity_error_z_mps,0.011928338408870432,0.011928338408870432,0.9254672518724085,64,0.98195065578052,False,21,Initial state
fdir_pd,non_gravitational_acceleration_mps2,0.35265296835284315,0.35265296835284315,0.00426239588478633,64,0.03267836845002853,True,3,Orbital disturbance
fdir_pd,fault_magnitude_m,0.6856161650518887,0.6856161650518887,4.086473651533666e-10,64,9.398889398527431e-09,True,1,GNSS fault
fdir_pd,fault_start_min,-0.16113559639468353,0.16113559639468353,0.20336995138159059,64,0.668215554539512,False,7,GNSS fault
fdir_pd,fault_duration_min,0.007211951245286348,0.007211951245286348,0.9548963452700371,64,0.98195065578052,False,22,GNSS fault
fdir_pd,gnss_outage_duration_min,0.0028847804981145387,0.0028847804981145387,0.9819506557805201,64,0.98195065578052,False,23,Mission outage
fdir_pd,star_tracker_outage_duration_min,-0.16992730838893733,0.16992730838893733,0.17946256931230098,64,0.668215554539512,False,5,Mission outage
fdir_pd,dual_outage_duration_min,-0.02303245381827957,0.02303245381827957,0.8566407840066995,64,0.98195065578052,False,20,Mission outage
hybrid_pd,pseudorange_noise_std_m,-0.16300446047912526,0.16300446047912526,0.1981077742682958,64,0.9287901308108788,False,4,GNSS measurement
hybrid_pd,accelerometer_noise_std_mps2,-0.017948393142027026,0.017948393142027026,0.8880528663239808,64,0.9786036795266646,False,17,Accelerometer
hybrid_pd,accelerometer_bias_x_mps2,0.14170508856633615,0.14170508856633615,0.26401780603675534,64,0.9786036795266646,False,6,Accelerometer
hybrid_pd,accelerometer_bias_y_mps2,-0.03238514414757051,0.03238514414757051,0.7994635083593621,64,0.9786036795266646,False,13,Accelerometer
hybrid_pd,accelerometer_bias_z_mps2,-0.029194828742529894,0.029194828742529894,0.8188656855560691,64,0.9786036795266646,False,14,Accelerometer
hybrid_pd,gyro_noise_std_degps,-0.003419834498928424,0.003419834498928424,0.9786036795266645,64,0.9786036795266646,False,23,Gyroscope
hybrid_pd,gyro_bias_x_degps,-0.2272468548583243,0.2272468548583243,0.07094169090182299,64,0.5438862969139763,False,3,Gyroscope
hybrid_pd,gyro_bias_y_degps,0.02141413145973301,0.02141413145973301,0.8666180342260902,64,0.9786036795266646,False,16,Gyroscope
hybrid_pd,gyro_bias_z_degps,-0.0758790124393112,0.0758790124393112,0.5512232425864162,64,0.9786036795266646,False,7,Gyroscope
hybrid_pd,star_tracker_noise_std_deg,-0.03628696874366334,0.03628696874366334,0.7758985041214186,64,0.9786036795266646,False,12,Star tracker
